Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee  -  Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-2"" Water Meter",3960.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-3"" Water Meter",7429.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-4"" Water Meter",12384.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-6"" Water Meter",24762.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-8"" Water Meter",39620.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-10"" Water Meter",56960.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-2"" Fireline Meters",3960.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-3"" Fireline Meters",7429.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-4"" Fireline Meters",12384.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-6"" Fireline Meters",24762.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-8"" Fireline Meters",39620.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-10"" Fireline Meters",56960.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Single Family",Wastewater Capital Facility Fees-Single Family Residence,2239.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, 1 Bedroom Unit",1168.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, 2 Bedroom Unit",1557.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, 3 Bedroom Unit",1947.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Hotel/Motel",1265.00,,per unit,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Commercial",779.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Laundromats",1655.00,,per machine,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Restaurant, Sit Down",292.00,,per seat,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Restaurant-Carry Out",2920.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Storage",195.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Industrial",779.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Services,,"Water, Fire, Relocation, Killout",Fire Hydrant Relocation - new tap & killout,17528.16,,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Installation",Fire Hydrant Installation,17872.81,,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Flow, Test",Fire Hydrant Flow Test,1010.76,,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Flow, Test","Manifold Services (3 or more, 3/4% to 1"" install)",7416.69,,,,,,,,,
Public Works,Water,Services,,"Water, Account, Delinquent, Reestablish",Reestablish Delinquent Account,70.15,,,,,,,,,
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, point repair, excavation, trench, saddle, connection",Sewer Saddle Connection,1106.67,,,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, demolition, excavation, trench, sewer, cap",Sewer Cap: At Time of Saddle Install,806.81,,plus materials,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, demolition, excavation, trench, sewer, cap",Sewer Cap: After Saddle Install,937.18,,plus materials,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, point repair, excavation, trench, inspection",Sewer Lateral Inspection/Repair,628.36,,,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Airport,Applications,,"airport, SMO, tie down, airplane, aircraft, single",Tie-Downs: Single-engine Space,123.67,,Monthly,,,,,Charges are not subject to annual cost of living adjustment but may increase annually subject to lease agreements and/or periodic appraisals.,"Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Applications,,"airport, SMO, tie down, airplane, aircraft, twin","Tie-Downs: Multi-engine Space below 12,500 lbs.",185.52,,Monthly,,,,,Charges are not subject to annual cost of living adjustment but may increase annually subject to lease agreements and/or periodic appraisals.,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"airport, SMO, tie down, airplane, aircraft, transient","Transient Tie-Downs: Single-engine Space below 12,500 lbs.",18.77,,Nightly,,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"airport, SMO, tie down, airplane, aircraft, transient","Transient Tie-Downs: Muti-engine Space below 12,500 lbs.",37.55,,Nightly,,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"parking, airport, overnight parking , permit, SMO, car, vehicle",Overnight Vehicular Parking (nightly),12.51,,Nightly,,,,,,"Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"parking, airport, monthly parking, permit, SMO, car, vehicle",Overnight Vehicular Parking (monthly),125.19,,Monthly,,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Applications,,"airport, SMO, aircraft covers, airplane, hangar","Hangars, Land Value, Light Aircraft Covers and 22T Hangar",3.52,,"Annually, per square foot",,,,,Charges are not subject to annual cost of living adjustment but may increase annually subject to lease agreements and/or periodic appraisals.,"Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Applications,,"airport, SMO, aircraft covers, airplane, hangar","Transient Tie-Downs: Multi-engine Space: Aircraft over 12,500 lbs.",37.55,,"Plus $1.00 per one thousand pounds over $12,500",,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Services,,"airport, SMO, aircraft, airplane, fuel, fuel flowage, jet fuel, jet A, FBO",Fuel Flowage Fee-Jet A Fuel (dispensed at SM Airport),0.11,,per gallon,,,,,"Fees are not subject to annual administrative revisions and increases, adjusted periodically based on appraisals.","Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx"">http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx</a>",
Public Works,Airport,Services,,"airport, SMO, aircraft, airplane, fuel, fuel flowage, Avgas, FBO  AVGas",Fuel Flowage Fee-AVGas Fuel (dispensed at SM Airport),0.11,,per gallon,,,,,"Fees are not subject to annual administrative revisions and increases, adjusted periodically based on appraisals.","Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx"">http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx</a>",
Public Works,Airport,Permits,,"airport, SMO, event, permit",Airport Event Permit,577.03,,,,,,,,"Additional information is available at >a href="" http://www.smgov.net/Departments/Airport/Property/Film_and_Event_Permits.aspx"">http://www.smgov.net/Departments/Airport/Property/Film_and_Event_Permits.aspx</a>",
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Preliminary Review, Landscape",287.94,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Standard and Complex Plan Check Tree Removal, Protection and Replacement Per Lineal Feet of Street Frontage",287.94,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Plan Checks - Not Otherwise Classified, Landscape",287.94,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Plan Revisions, Landscape",287.94,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Permit Renewals, Landscape",287.94,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Excess Plan Check - more than 2 resubmittals, Landscape",287.94,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Minimum Plan Check Fee - all categories, Landscape",287.94,,,,,,,,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $0 - $100,000",287.94,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $100,001 - $300,000",491.92,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $300,001 - $1,000,000",899.90,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $1,000,001 - $20,000,000",1307.87,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $20,000,001 - up",1715.85,,,,,,,Based on permit valuation/cost of construction,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection",Verify Existing Tree Conditions,287.94,,,,,,,,,
Public Works,Public Landscape,Services,,"Tree, Construction, Plan Check, Plan Review, Inspection",Administrative Costs - each hour or fraction: Urban Forester,146.52,,,,,,,,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Pier/Carousel - Street interviews,330.72,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Film Permit,Film,"Film Permit, Film, Motion, Video, Photography","Film Permit Application Fee: Rider Fee-Addition, change or deletion to the permit",128.94,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Airport, Film Permit, Application Fee, Photography","Film Permit Application Fee: Airport-public airside/landside still photography, 1-20 cast/crew",731.15,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Airport, Leasehold, Film Permit, Application Fee, Photography, Motion, Video","Film Permit Application Fee: Airport-leasehold property, still photography/motion",731.15,,,,,,,,,
Public Works,Administration,Permits,,"Airport, Leasehold, Film Permit, Application Fee, Photography, Motion, Video","Film Permit Application Fee: Airport-complex/large productions, 21+ cast/crew",731.15,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Beaches-Film/Video,778.13,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Application Fee, Photography",Film Permit Application Fee: Beaches - Still Photography,778.13,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Application Fee, Motion, Video",Film Permit Application Fee: City Hall - Film/Video,386.81,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Application Fee, Photography",Film Permit Application Fee: City Hall - Still photography,225.63,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Photography",Film Permit Application Fee: Downtown Santa Monica - Still photography,281.68,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Downtown Santa Monica - Film/video, interior, man on street/walk and talk",281.68,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Downtown Santa Monica -  Film/video, half day shoot including interior/exterior",281.68,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Downtown Santa Monica - Film/video, all day, multiple locations",281.68,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Parks - Film/Video,548.33,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Application Fee, Photography",Film Permit Application Fee: Parks - Still photography,548.33,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Pier/Carousel - Film/video, half day (6 hrs.)",330.72,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Pier/Carousel - Film/Video - Street interview,330.72,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Photography","Film Permit Application Fee: Pier/Carousel - Still photography, low impact, interior only",132.29,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Photography","Film Permit Application Fee: Pier/Carousel - Still photography, exterior",132.29,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Student, Non-Profit, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Student/Non-Profit, Film/Video",132.29,,,,,,,,,
Public Works,Administration,Permits,,"Student, Non-Profit, Film Permit, Application Fee, Photography","Film Permit Application Fee: Student/Non-Profit, Still photography",64.45,,,,,,,,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: All Other Locations - Film/video,330.72,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Application Fee, Photography",Film Permit Application Fee: All Other Locations - Still photography,132.29,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Airport, Film Permit, Location Fee, Photography","Film Permit Location Fee: Airport-public airside/landside still photography, 1-20 cast/crew",125.91,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Airport, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Airport-complex/large productions, 21+ cast/crew",1934.08,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Beaches - Film/Video,1322.91,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Location Fee, Photography",Film Permit Location Fee: Beaches - Still Photography,132.28,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: City Hall - Film/Video,1934.08,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Location Fee, Photography",Film Permit Location Fee: City Hall - Still photography,1289.39,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Photography",Film Permit Location Fee: Downtown Santa Monica - Still photography,322.34,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, interior, man on street/walk and talk",644.69,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica -  Film/video, half day shoot including interior/exterior",1289.39,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, all day, multiple locations",3223.47,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Parks - Film/Video,1289.39,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Photography",Film Permit Location Fee: Parks - Still photography,128.93,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Pier/Carousel - Film/video, street interview",3223.47,,,,,"$5,000.00",,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Pier/Carousel - Film/video, half day (6 hrs.)",1289.39,,,,,"$2,000.00",,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Pier/Carousel - Street interviews,1031.50,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Equipment",Film Permit Location Fee: Pier/Carousel - Equipment only,1289.39,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Photography","Film Permit Location Fee: Pier/Carousel - Still photography, low impact, interior only",644.69,,,,,$100.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Photography","Film Permit Location Fee: Pier/Carousel - Still photography, exterior",1934.08,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: All Other Locations - Film/video,661.45,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Location Fee, Photography",Film Permit Location Fee: All Other Locations - Still photography,264.57,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Film Permit, Film, Motion, Video, Photography","Film Permit Location Fee: Rider Fee-Addition, change or deletion to the permit",128.93,,,,,,,Applicant must also pay an application fee.,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Single-Interment), Ground Burial","$   10,334.55",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Double Interment), Ground Burial","$   17,949.49",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Green Burial Grave (Single-Interment), Ground Burial","$   13,598.10",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Double-Interment Privilege), Ground Burial","$   8,824.40",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Single-Interment) Financial Hardship, Ground Burial","$   1,552.14",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Infant Grave, Ground Burial",$   614.37,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Cremation Grave, Single","$   3,880.37",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial",Cremation Grave (Double),"$   7,760.75",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Cremation Grave (Multiple Interment Privilege), Ground Burial","$   3,880.37",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Place Ashes in Existing Full Size Grave (Multiple Interment Privilege), Ground Burial",$   882.43,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial, green","Place Ashes in Existing Green Burial Plot, Ground Burial",$   882.43,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 1, Crypt Spaces","$   17,461.73",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 2, Crypt Spaces","$   19,401.92",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 3, Crypt Spaces","$   19,401.92",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 4, Crypt Spaces","$   17,461.73",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 5, Crypt Spaces","$   10,994.41",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 6, Crypt Spaces","$   9,700.95",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 7, Crypt Spaces","$   9,700.95",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 1, Crypt Spaces","$   24,834.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 2, Crypt Spaces","$   31,301.77",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 3, Crypt Spaces","$   31,301.77",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 4, Crypt Spaces","$   24,834.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 5 , Crypt Spaces","$   18,367.15",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 6, Crypt Spaces","$   17,073.69",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 7, Crypt Spaces","$   17,073.69",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 1, Crypt Spaces","$   24,834.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 2, Crypt Spaces","$   31,301.77",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 3, Crypt Spaces","$   31,301.77",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 4, Crypt Spaces","$   24,834.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 5, Crypt Spaces","$   18,367.15",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 6, Crypt Spaces","$   17,073.69",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 7, Crypt Spaces","$   17,073.69",,,,,,,,,
Public Works,Cemetery,Property,,"crypt, cremation","Place Ashes in Existing Crypt Interment Privilege, Crypt Spaces",$   882.43,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 26 inch (Outside View) Rows 3-5, Niches","$   15,827.46",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 26 inch (Outside View) Rows 6-8, Niches","$   13,703.72",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 23 inch, Niches","$   8,266.70",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 20 inch (Outside View), Niches","$   10,497.52",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Corner, Niches","$   7,366.61",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Medium Rows 1-6, Niches","$   5,248.75",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Medium Rows 7-8, Niches","$   4,748.70",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Library of Living Memories: Rows 1-8, Niches","$   2,069.52",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Library of Living Memories: Row 9, Niches","$   1,746.16",,,,,,,,,
