Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Non - Santa Monica Based, Short Course ",10,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Planning and Community Development,Transportation Engineering and Management,Fees,,"Taxicab Company, Taxi Franchise , Vehicle, Permit, New",New vehicle permit fee,129.64,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/taxi-vehicle-fee-notes"" target=""_blank"">Taxi vehicle fee notes</a>"
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 3/4"" Meter",4600.29,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Santa Monica Based, Long Course ",10,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Santa Monica Based , Short Course ",8.75,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Non SM Based/2,000 hours annually, Short Course ",13,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Non - Santa Monica Based, Short Course ",17.5,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Other Organizations and Businesses, Santa Monica Based, Short Course ",20,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution. ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Other Organizations and Businesses, Non - Santa Monica Based, Short Course ",40,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Tournament, Swim Meet","Santa Monica Swim Center - Rental Charges, Tournaments - Fitness Pool Only, Santa Monica Based Non-Profit Youth Aquatics Group",187,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Tournament, Swim Meet","Santa Monica Swim Center - Rental Charges, Tournaments - Fitness Pool Only, Non SM Based Non-Profit Youth Aquatics Groups/ 2,000 hours annually",280,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Tournament, Swim Meet","Santa Monica Swim Center - Rental Charges, Tournaments - Fitness Pool Only, Santa Monica Based Non-Profit Adult Aquatics Group",312,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Tournament, Swim Meet","Santa Monica Swim Center - Rental Charges, Tournaments - Fitness Pool Only, Non SM Based Non-Profit Adult Aquatics Group/ 2,000 hours annually",468,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Meeting room, Facility, Reservation, Swimming","Santa Monica Swim Center, Room Rental (2 hour minimum), Santa Monica-based Non-Profit Groups & Community Groups, April - October",82.5,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Meeting room, Facility, Reservation, Swimming","Santa Monica Swim Center, Room Rental (2 hour minimum), Non-Santa Monica-based Non-Profit Groups & Community Groups, April - October",105,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Meeting room, Facility, Reservation, Swimming","Santa Monica Swim Center, Room Rental (2 hour minimum), Non-Santa Monica-based Non-Profit  and Community Groups, November - March",75,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Meeting room, Facility, Reservation, Swimming","Santa Monica Swim Center, Room Rental (2 hour minimum), Santa Monica-based Non-Profit  and Community Groups, November - March",50,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Non-Santa Monica Based / 2,000 hours annually, Long Course ",15,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Non-Santa Monica Based, Long Course ",20,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Santa Monica Based , Long Course ",17.5,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Non SM Based / 2,000 hours annually, Long Course ",26,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Non - Santa Monica Based, Long Course ",35,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Other Organizations and Businesses, Santa Monica Based, Long Course ",40,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Other Organizations and Businesses, Non-Santa Monica Based, Long Course ",80,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Filming, Still photography","Santa Monica Swim Center - Rental Charges, Filming Fees, Motion, Splash or Fitness Pool",400,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution. ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Filming, Still photography","Santa Monica Swim Center - Rental Charges, Filming Fees, Motion, Per Lane Rate",64,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Filming, Still photography","Santa Monica Swim Center - Rental Charges, Filming Fees, Motion, Deck Only Rate",250,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Filming, Still photography","Santa Monica Swim Center - Rental Charges, Filming Fees, Still, Splash or Fitness Pool",250,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Filming, Still photography","Santa Monica Swim Center - Rental Charges, Filming Fees, Still, Per Lane Rate",32,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting room, Facility, Reservation, Swimming, Filming, Still photography","Santa Monica Swim Center - Rental Charges, Filming Fees, Still, Deck Only Rate",125,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.  ,,"<a href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"" target=""_blank"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rentals, fields with lights, lighted fields, field rental with lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School","Sports Facilities Rental - Field Rental, Residents, Camps, Lights",26,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Youth Field rental, Sports fields, Youth Group rental, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Youth Groups, Low Intensity (baseball, softball, kick-ball, frisbee)",1.5,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, youth Field rental, Sports fields, Youth Group rental, Soccer Field, Football field, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees, ","Sports Facilities Rental - Field Rental, Residents, Youth Groups, High Intensity (soccer, football, rugby, field hockey, lacrosse)",3,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Youth Group Rental, Field Rental with Lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School, field rental fees","Sports Facilities Rental - Field Rental, Residents, Youth Groups, Lights",3,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts, Youth Group Rental, outdoor courts, Reed Park, Marine Park, court rental fees","Sports Facilities Rental, Outdoor Basketball Court, Residents, Youth Groups",11.25,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental baseball fields, softball fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Non-Profit Organizations, Low Intensity (baseball, softball, kick-ball, frisbee)",13,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, soccer field, football, field sports, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Non-Profit Organizations, High Intensity (soccer, football, rugby, field hockey, lacrosse)",19.5,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Field rental with lights, fields with lights, lighted fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Non-Profit Organizations, Lights",13,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts, Clover Park, Marine Park, court rental fees","Sports Facilities Rental - Outdoor Basketball Court, Residents, Non-Profit Organizations",11.25,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Baseball field, softball field, sports fields, field sports, Marine Park, Clover Park, Memorial Park, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Private Schools, Low Intensity (baseball, softball, kick-ball, frisbee)",13,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Public Works,Civil Engineering,Reviews,,"Review, plan, check, lateral, water, meter, service, Abandon, alley, road, vacation, abandonment, revisions",Plan Check Review Fee  (rounded to the nearest 1/2 hour increment),201.18,,,,,,,,,"Permit fees related to Downtown Santa Monica, Inc's (DTSM) delivery of contracted services are waived per Council approval dated July 12, 2016."
Planning and Community Development,Transportation Engineering and Management,Fees,,"Taxicab Company, Taxi Franchise , Vehicle, Permit, Transfer",Transfer vehicle permit fee,129.64,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/taxi-vehicle-fee-notes"" target=""_blank"">Taxi vehicle fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, soccer field, football field, sports fields, field sports, Marine Park, Clover Park, Memorial Park, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Private Schools, High Intensity (soccer, football, rugby, field hockey, lacrosse)",19.5,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, fields with lights, lighted fields, Marine Park, Clover Park, Memorial Park, Airport Park, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Private Schools, Lights",13,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts, basketball court rental, Marine Park, Reed Park, court rental fees","Sports Facilities Rental - Outdoor Basketball Court, Residents, Private Schools",11.25,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, Baseball field, softball, sports fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Community Groups/Individuals, Low Intensity (baseball, softball, kick-ball, frisbee)",13,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School, Field rental fees","Sports Facilities Rental - Field Rental, Residents, Community Groups/Individuals, High Intensity (soccer, football, rugby, field hockey, lacrosse)",19.5,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rentals, fields with lights, lighted fields, field rental with lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School,  Field rental fees","Sports Facilities Rental - Field Rental, Residents, Community Groups/Individuals, Lights",13,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental,  Basketball courts, basketball court rental, Marine Park, Reed Park","Sports Facilities Rental - Outdoor Basketball Court, Residents, Community Groups/Individuals",11.25,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, rental fees for camps, Sports field rental for camps, baseball field, softball field, sports fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School","Sports Facilities Rental - Field Rental, Residents, Camps, Low Intensity (baseball, softball, kick-ball, frisbee)",26,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School","Sports Facilities Rental - Field Rental, Residents, Camps, High Intensity (soccer, football, rugby, field hockey, lacrosse)",32,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Planning and Community Development,Transportation Engineering and Management,Rates,,"Taxicab Company, Taxi Franchise, Airport Rate",Airport Flat Rates - North of I-10 to Los Angeles International Airport,35,,Maximum,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a href=""http://finance.smgov.net/fees-taxes/taxi-vehicle-fee-notes"" target=""_blank"">Taxi vehicle fee notes</a>"
Planning and Community Development,Transportation Engineering and Management,Fees,,"Taxicab Company, Taxi Franchise  ",Annual base franchise fee per taxicab company - set by ordinance ,5000,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a href=""http://finance.smgov.net/fees-taxes/taxi-vehicle-fee-notes"" target=""_blank"">Taxi vehicle fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, basketball courts, Clover Park, Marine Park, Reed Park","Sports Facilities Rental - Outdoor Basketball Court, Residents, Camps",33.5,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, rental fees for camps, Sports field rental for camps, baseball field, softball field, sports fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School","Sports Facilities Rental - Field Rental, Non-Resident, Youth Groups, Low Intensity (baseball, softball, kick-ball, frisbee)",3,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School","Sports Facilities Rental - Field Rental, Non-Resident, Youth Groups, High Intensity (soccer, football, rugby, field hockey, lacrosse)",6,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rentals, fields with lights, lighted fields, field rental with lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School","Sports Facilities Rental - Field Rental, Non-Resident, Youth Groups, Lights",5.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts, Clover Park, Marine Park, Reed Park","Sports Facilities Rental - Outdoor Basketball Court, Non-Resident, Youth Groups",14,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
