Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Public Works,Resource Recovery & Recycling,Rentals,,"rental, truck, events, parties",Event Rental/Party Truck (2 hour minimum/4 hour maximum),99.71,,per hour,,,,,,,
Public Works,Resource Recovery & Recycling,Purchases,,"food waste, pails, composting",Kitchen Food Scrap Pail Sales,6.60,,plus pail,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"washing, sidewalks, parking lots",Pressure Washing Services,142.13,,,,,,,,,
Public Works,Resource Recovery & Recycling,Permits,,"hauling, construction, demolition,",Private Refuse Hauler Permit,479.34,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, washing",Residential Clean-A-Can Program - Additional Cans,7.91,,per can/per cleaning,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, washing",Residential Clean-A-Can Program - Annual Service (12 times per year),190.00,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, washing",Residential Clean-A-Can Program - Quarterly Service (4 times per year),95.00,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, washing",Residential Clean-A-Can Program - Semi-Annual Service (2 times per year),63.33,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, washing",Residential Clean-A-Can Program (once a year service),31.66,,,,,,,,,
Public Works,Resource Recovery & Recycling,Purchases,,"composting, food waste, green waste, worms",Sale of Composting Bins,16.52,,plus bin,,,,,,,
Public Works,Resource Recovery & Recycling,Plan Reviews,,"enclosure, solid waste, plan, collection site",Solid Waste Encl Plan Check: Complex,688.37,,,,,,,,,
Public Works,Resource Recovery & Recycling,Plan Reviews,,"enclosure, solid waste, plan, collection site",Solid Waste Encl Plan Check: Simple (SFR),60.77,,,,,,,,,
Public Works,Resource Recovery & Recycling,Plan Reviews,,"enclosure, solid waste, plan, collection site",Solid Waste Encl Plan Check: Medium,436.02,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"washing, sidewalks, parking lots",Street Sweeping Services,116.11,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, refuse, hard to reach place, staged, accessible to service vehicles",Rent-A-Bin Roll Out Services,43.50,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, refuse, elderly residents, weight",Cart Rollout Services,8.31,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"container, washing",Bin Washing Services,47.50,,,,,,,,,
Public Works,Resource Recovery & Recycling,Services,,"rental, bins, spring cleaning",Extra Refuse Bag Sales,6.60,,plus bags,,,,,,,
Public Works,Resource Recovery & Recycling,Rentals,,"rental, bins, spring cleaning",Container (Cart) Rentals (Events),169.09,,,,,,,,,
Public Works,Resource Recovery & Recycling,Permits,,"hauler, landfill, trash, recycling, C & D",Solid Waste Handling Fee,20.88,,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 3/4"" to 1"" Partial Upgrade","1,187.40",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 3/4"" Meter","4,802.70",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 1"" Meter","4,842.67",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 1-1/2"" Meter","6,065.12",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 2"" Meter","6,446.85",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 3"" Meter","17,246.71",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 4"" Meter","18,650.74",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 6"" Meter","21,048.04",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 8"" Meter","32,971.24",,,,,,,,,
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 10""+ Meter",,actual cost,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Services,,"Water, Fire, Service, Install","Fire Service Install: 2""","5,838.16",,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Service, Install","Fire Service Install: 3""- 6""","11,901.48",,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Service, Install","Fire Service Install: 8"" - 12""","17,634.85",,,,,,,,,
Public Works,Water,Services,,"Water, Damaged Meter, Repair",Damaged Water Meter Repair,,actual cost,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Services,,"Water, Meter, Downsize",Water Meter Downsize,,actual cost,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Services,,"Water, Inspection",Water Inspection Fee Not Identified Elsewhere,199.05,,,,,,,,,
Public Works,Water,Services,,"Water, Temp, Temporary, Meter",Temporary Water Service,202.02,,,,,,,,,
Public Works,Water,Services,,"Water, Move, Meter",Moved Meter,101.01,,,,,,,,,
Public Works,Water,Services,,"Water, Meter, Test","Water Meter Test: 3/4"" - 2"" Meter",269.37,,,,,,,,,
Public Works,Water,Services,,"Water, Meter, Test","Water Meter Test: 3"" and Over","1,616.21",,,,,,,,,
Public Works,Water,Fees,,"Water, Delinquent, Bill",Delinquent Water Bills-Tags,67.33,,,,,,,,,
Public Works,Water,Services,,"Wastewater, Storm Drain, Connect, Box",Storm Drain Connect of Existing Box,519.75,,,,,,,,,
Public Works,Water,Services,,"Wastewater, Storm Drain, Pipe",Storm Drain Pipe Installation/Connection,519.75,,per install,,,,,,,
Public Works,Water,Services,,"Wastewater, Storm Drain, Saddle",Storm Drain Saddle Installation,"1,062.07",,,,,,,,,
Public Works,Water,Services,,"Wastewater, Storm Drain, Dye Test",Storm Dye Test,250.24,,,,,,,,,
Public Works,Water,Services,,"Wastewater, Sewage Spill",Emergency Sewage Spill Response,,actual cost,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Services,,"Wastewater, Sewer, Reinspection",Sewer Reinspection,249.89,,,,,,,,,
Public Works,Water,Services,,"Water, Turn-Off, Emergency",Same Day Emergency Turn-Off (regular hours),67.33,,,,,,,,,
Public Works,Water,Services,,"Water, Turn-Off, Emergency","Same Day Emer Turn-Off (after hours, holidays)",404.05,,,,,,,,,
Public Works,Water,Services,,"Industrial Waste, Discharge, Variance",Industr Waste Discharge Variance Request,84.29,,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 1,243.07,,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 2,892.59,,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 3,"1,367.88",,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 4,"1,978.12",,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 5,"2,453.44",,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 6,"5,597.92",,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit",Industr WW Permit: Class 99,139.62,,,,,,,,,
Public Works,Water,Permits,,"Industrial Waste, Permit, Application",Industr WW Permit New Application Fee,78.63,,,,,,,,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-3/4"" Water Meter",743.00,,,,,,,Fee is not subject to the City's annual administrative revision and increase.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-1"" Water Meter","1,241.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-1 1/2"" Water Meter","2,474.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-2"" Water Meter","3,960.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-3"" Water Meter","7,429.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-4"" Water Meter","12,384.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-6"" Water Meter","24,762.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-8"" Water Meter","39,620.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Meter","Water Capital Facility Fee-10"" Water Meter","56,960.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-2"" Fireline Meters","3,960.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-3"" Fireline Meters","7,429.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-4"" Fireline Meters","12,384.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-6"" Fireline Meters","24,762.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-8"" Fireline Meters","39,620.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Waster, Capital Facility Fee, Fire, Meter, Fireline","Water Capital Facility Fee-10"" Fireline Meters","56,960.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Single Family",Wastewater Capital Facility Fees-Single Family Residence,"2,239.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, 1 Bedroom Unit","1,168.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, 2 Bedroom Unit","1,557.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, 3 Bedroom Unit","1,947.00",,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Hotel/Motel","1,265.00",,per unit,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Commercial",779.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Laundromats","1,655.00",,per machine,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Restaurant, Sit Down",292.00,,per seat,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Restaurant-Carry Out","2,920.00",,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Storage",195.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Fees,,"Wastewater, Capital Facility Fee, Multi-Family","Wastewater Capital Facility Fees-Multi-Family Residential, Industrial",779.00,,"per 1,000 sf",,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,
Public Works,Water,Services,,"Water, Fire, Relocation, Killout",Fire Hydrant Relocation - new tap & killout,"16,821.66",,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Installation",Fire Hydrant Installation,"17,152.41",,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Flow, Test",Fire Hydrant Flow Test,970.02,,,,,,,,,
Public Works,Water,Services,,"Water, Fire, Flow, Test","Manifold Services (3 or more, 3/4% to 1"" install)","7,117.75",,,,,,,,,
Public Works,Water,Services,,"Water, Account, Delinquent, Reestablish",Reestablish Delinquent Account,67.33,,,,,,,,,
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, point repair, excavation, trench, saddle, connection",Sewer Saddle Connection,"1,062.07",,,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, demolition, excavation, trench, sewer, cap",Sewer Cap: At Time of Saddle Install,774.29,,plus materials,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, demolition, excavation, trench, sewer, cap",Sewer Cap: After Saddle Install,899.41,,plus materials,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Water,Permits,,"Sanitary, lateral, sewer, main, point repair, excavation, trench, inspection",Sewer Lateral Inspection/Repair,603.04,,,,,,,,"Additional information is available at<a href=""http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711"">http://www.smgov.net/Departments/PublicWorks/ContentAdminSvcs.aspx?id=9711</a>",
Public Works,Airport,Applications,,"airport, SMO, tie down, airplane, aircraft, single",Tie-Downs: Single-engine Space,119.84,,Monthly,,,,,Charges are not subject to annual cost of living adjustment but may increase annually subject to lease agreements and/or periodic appraisals.,"Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Applications,,"airport, SMO, tie down, airplane, aircraft, twin","Tie-Downs: Multi-engine Space below 12,500 lbs.",179.77,,Monthly,,,,,Charges are not subject to annual cost of living adjustment but may increase annually subject to lease agreements and/or periodic appraisals.,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"airport, SMO, tie down, airplane, aircraft, transient","Transient Tie-Downs: Single-engine Space below 12,500 lbs.",18.02,,Nightly,,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"airport, SMO, tie down, airplane, aircraft, transient","Transient Tie-Downs: Muti-engine Space below 12,500 lbs.",36.04,,Nightly,,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"parking, airport, overnight parking , permit, SMO, car, vehicle",Overnight Vehicular Parking (nightly),12.01,,Nightly,,,,,,"Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Permits,,"parking, airport, monthly parking, permit, SMO, car, vehicle",Overnight Vehicular Parking (monthly),120.15,,Monthly,,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Applications,,"airport, SMO, aircraft covers, airplane, hangar","Hangars, Land Value, Light Aircraft Covers and 22T Hangar",3.41,,"Annually, per square foot",,,,,Charges are not subject to annual cost of living adjustment but may increase annually subject to lease agreements and/or periodic appraisals.,"Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Applications,,"airport, SMO, aircraft covers, airplane, hangar","Transient Tie-Downs: Multi-engine Space: Aircraft over 12,500 lbs.",36.04,,"Plus $1.00 per one thousand pounds over $12,500",,,,,,"Additional information is available at <a href="" http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx"">http://www.smgov.net/Departments/Airport/Property/Aviation_Property.aspx</a>",
Public Works,Airport,Services,,"airport, SMO, aircraft, airplane, fuel, fuel flowage, jet fuel, jet A, FBO",Fuel Flowage Fee-Jet A Fuel (dispensed at SM Airport),0.11,,per gallon,,,,,"Fees are not subject to annual administrative revisions and increases, adjusted periodically based on appraisals.","Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx"">http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx</a>",
Public Works,Airport,Services,,"airport, SMO, aircraft, airplane, fuel, fuel flowage, Avgas, FBO  AVGas",Fuel Flowage Fee-AVGas Fuel (dispensed at SM Airport),0.11,,per gallon,,,,,"Fees are not subject to annual administrative revisions and increases, adjusted periodically based on appraisals.","Additional information is available at <a href=""http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx"">http://www.smgov.net/Departments/Airport/Pilots/Aviation_Services.aspx</a>",
Public Works,Airport,Permits,,"airport, SMO, event, permit",Airport Event Permit,553.78,,,,,,,,"Additional information is available at >a href="" http://www.smgov.net/Departments/Airport/Property/Film_and_Event_Permits.aspx"">http://www.smgov.net/Departments/Airport/Property/Film_and_Event_Permits.aspx</a>",
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Preliminary Review, Landscape",276.34,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Standard and Complex Plan Check Tree Removal, Protection and Replacement Per Lineal Feet of Street Frontage",276.34,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Plan Checks - Not Otherwise Classified, Landscape",276.34,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Plan Revisions, Landscape",276.34,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Permit Renewals, Landscape",276.34,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Excess Plan Check - more than 2 resubmittals, Landscape",276.34,,,,,,,,,
Public Works,Public Landscape,Plan Reviews,,"Tree, Construction, Plan Check, Plan Review","Miscellaneous Review - each hour/fraction thereof: Minimum Plan Check Fee - all categories, Landscape",276.34,,,,,,,,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $0 - $100,000",276.34,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $100,001 - $300,000",472.10,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $300,001 - $1,000,000",863.63,,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $1,000,001 - $20,000,000","1,255.16",,,,,,,Based on permit valuation/cost of construction.,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection","Construction Inspection and Monitoring Work Authorized Near City Trees: $20,000,001 - up","1,646.69",,,,,,,Based on permit valuation/cost of construction,,
Public Works,Public Landscape,Inspections,,"Tree, Construction, Plan Check, Plan Review, Inspection",Verify Existing Tree Conditions,276.34,,,,,,,,,
Public Works,Public Landscape,Services,,"Tree, Construction, Plan Check, Plan Review, Inspection",Administrative Costs - each hour or fraction: Urban Forester,140.62,,,,,,,,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Pier/Carousel - Street interviews,317.39,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Film Permit,Film,"Film Permit, Film, Motion, Video, Photography","Film Permit Application Fee: Rider Fee-Addition, change or deletion to the permit",123.75,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Airport, Film Permit, Application Fee, Photography","Film Permit Application Fee: Airport-public airside/landside still photography, 1-20 cast/crew",701.68,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Airport, Leasehold, Film Permit, Application Fee, Photography, Motion, Video","Film Permit Application Fee: Airport-leasehold property, still photography/motion",701.68,,,,,,,,,
Public Works,Administration,Permits,,"Airport, Leasehold, Film Permit, Application Fee, Photography, Motion, Video","Film Permit Application Fee: Airport-complex/large productions, 21+ cast/crew",,actual cost of staff time coordination,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Beaches-Film/Video,746.77,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Application Fee, Photography",Film Permit Application Fee: Beaches - Still Photography,746.77,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Application Fee, Motion, Video",Film Permit Application Fee: City Hall - Film/Video,371.22,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Application Fee, Photography",Film Permit Application Fee: City Hall - Still photography,216.54,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Photography",Film Permit Application Fee: Downtown Santa Monica - Still photography,270.33,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Downtown Santa Monica - Film/video, interior, man on street/walk and talk",270.33,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Downtown Santa Monica -  Film/video, half day shoot including interior/exterior",270.33,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Downtown Santa Monica - Film/video, all day, multiple locations",270.33,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Parks - Film/Video,526.23,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Application Fee, Photography",Film Permit Application Fee: Parks - Still photography,526.23,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Pier/Carousel - Film/video, half day (6 hrs.)",317.39,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: Pier/Carousel - Film/Video - Street interview,317.39,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Photography","Film Permit Application Fee: Pier/Carousel - Still photography, low impact, interior only",126.96,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Application Fee, Photography","Film Permit Application Fee: Pier/Carousel - Still photography, exterior",126.96,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Student, Non-Profit, Film Permit, Application Fee, Film, Motion, Video","Film Permit Application Fee: Student/Non-Profit, Film/Video",126.96,,,,,,,,,
Public Works,Administration,Permits,,"Student, Non-Profit, Film Permit, Application Fee, Photography","Film Permit Application Fee: Student/Non-Profit, Still photography",61.86,,,,,,,,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Application Fee, Film, Motion, Video",Film Permit Application Fee: All Other Locations - Film/video,317.39,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Application Fee, Photography",Film Permit Application Fee: All Other Locations - Still photography,126.96,,,,,,,Applicant must also pay a location fee.,,
Public Works,Administration,Permits,,"Airport, Film Permit, Location Fee, Photography","Film Permit Location Fee: Airport-public airside/landside still photography, 1-20 cast/crew",120.84,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Airport, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Airport-complex/large productions, 21+ cast/crew","1,856.13",,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Beaches - Film/Video,"1,269.59",,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Beach, Film Permit, Location Fee, Photography",Film Permit Location Fee: Beaches - Still Photography,126.96,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: City Hall - Film/Video,"1,856.13",,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"City Hall, Film Permit, Location Fee, Photography",Film Permit Location Fee: City Hall - Still photography,"1,237.42",,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Photography",Film Permit Location Fee: Downtown Santa Monica - Still photography,309.35,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, interior, man on street/walk and talk",618.71,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica -  Film/video, half day shoot including interior/exterior","1,237.42",,,,,,,Applicant must also pay an application fee.,,
